S.Score	G2M.Score	Phase
C199	0.108078435452287	-0.213538337173384	S
C200	-0.0936194704922202	-0.200854565470576	G1
C201	0.0692241717539584	-0.167808704100869	S
C202	-0.182020418212628	-0.170440776542684	G1
C203	0.325040556802673	0.189275328673265	S
C204	-0.0813197195921523	0.456631491910652	G2M
C205	-0.211910484864455	-0.241584987113115	G1
C206	-0.00104387507479298	0.054826104418584	G2M
C207	-0.211454343720132	-0.286498750769299	G1
C208	-0.150446708728285	-0.189213152896248	G1
C209	-0.128578598541674	-0.222294724115167	G1
C210	-0.180915081191302	-0.255960103798097	G1
C211	0.197777859505763	0.0236558770145656	S
C212	0.324011353602943	-0.0717899242163246	S
C213	-0.175586976264808	-0.266236583692528	G1
C214	-0.144438245637593	-0.269751692840361	G1
C215	0.202396306557781	-0.0439944612016416	S
C216	0.247941968832376	-0.101897124539228	S
C217	0.10967043833847	-0.252901246780227	S
C218	-0.213194242298042	-0.281547682247143	G1
C219	-0.0814437107222554	0.182378619213258	G2M
C220	0.252825074463255	0.0290563318869747	S
C221	-0.174052092750822	-0.281489352225462	G1
C222	-0.0926758423246104	-0.289238699109099	G1
C223	-0.170131722851902	-0.23949312259277	G1
C224	-0.18814531759386	-0.0469677413049427	G1
C225	0.112456512827648	-0.0233930915742208	S
C226	-0.129213577904757	-0.240667479101268	G1
C227	0.142283839939644	-0.128990372566083	S
C228	0.125208966026113	0.0629457091427312	S
C229	0.13558627468068	-0.245439331987399	S
C230	-0.0987191667585171	0.313389634238439	G2M
C231	-0.196744378372126	-0.286434962504345	G1
C232	-0.0768836549183182	-0.288553055150936	G1
C233	0.0679194343859894	0.0153864848569011	S
C234	-0.134652062810329	-0.263872548603635	G1
C235	-0.179184266746212	-0.258199053649562	G1
C236	-0.0121643208064444	0.250036344870893	G2M
C237	0.215537501846149	-0.0839933090382425	S
C238	-0.132049846827	-0.241886607869625	G1
C239	-0.133442501803804	-0.165816240901906	G1
C240	-0.109093110924902	-0.232870262280272	G1
C241	-0.0748926753451037	0.216983332958995	G2M
C242	-0.00501888096409681	0.00440249643742074	G2M
C243	0.124722614015633	-0.151624409149003	S
C244	-0.201883378866312	-0.203987501953393	G1
C245	0.0428978625094154	0.19871128733146	G2M
C246	0.0558365775279102	-0.221312479661038	S
C247	-0.182075601634833	0.503011293036815	G2M
C248	-0.2220008575474	-0.240396385812396	G1
C249	0.229699991458101	0.0187435480787437	S
C250	0.171306807975399	0.146127523703166	S
C251	0.296559785411593	-0.0916200413687632	S
C252	-0.210471275069512	-0.215996289843136	G1
C253	0.188768966742133	-0.17093252372793	S
C254	0.156622817826772	0.0563338647575713	S
C255	0.110147884625259	0.0425780328595145	S
C256	-0.127788150990057	0.480151896026783	G2M
C257	-0.182884646849912	-0.250099952504507	G1
C258	-0.266208407083023	-0.28394876746216	G1
C259	-0.185018833298179	-0.263701348708622	G1
C260	-0.199717925295339	-0.280240146521202	G1
C261	-0.163385370381287	-0.286015545633014	G1
C262	-0.0907291755935838	-0.0926039224699693	G1
C263	-0.139190289637229	0.08820891143595	G2M
C264	0.08233567955612	-0.150137934122729	S
C265	0.0206690034660079	0.198402075425665	G2M
C266	-0.206259196393158	0.481099244302248	G2M
C267	-0.129367199252838	-0.197730587122151	G1
C268	-0.173836490096775	-0.238298339278791	G1
C269	-0.0277060828388266	0.512531680084871	G2M
C270	-0.0730797370640045	0.449976047525937	G2M
C271	0.349878219588124	0.162335644149293	S
C272	0.16130513641552	-0.189630722677824	S
C273	-0.128580070421816	0.377691020957454	G2M
C274	0.150819708635869	-0.134425631922013	S
C275	-0.123771273155159	0.194101046419945	G2M
C276	-0.174615932214213	-0.243790593902055	G1
C277	-0.126469783885808	-0.269764816091837	G1
C278	-0.122231835980641	-0.284063764194843	G1
C279	0.255999016726579	0.127630660498912	S
C280	0.233899391362382	0.0449440750373853	S
C281	0.15515449627318	0.227351029867945	G2M
C282	0.0941186357134066	-0.0133415216817191	S
C283	0.151122225673627	0.123416371495178	S
C284	0.182091016457518	0.106857248268716	S
C285	0.202325549389762	-0.0667145337287902	S
C286	-0.184240581526213	-0.271578199887315	G1
C287	-0.0377275019862617	0.248621512274927	G2M
C288	-0.164154053140139	-0.248337030223174	G1
C289	-0.16011531072813	-0.268312710688712	G1
C290	-0.162207087553979	0.00644104752151103	G2M
C291	-0.124256716938782	0.0230932207938969	G2M
C292	-0.1178579240688	-0.114624176914047	G1
C293	0.17386957500849	-0.0226372050405585	S
C294	0.140447999784404	-0.177063345120625	S
C295	-0.134689789166824	-0.250258462026917	G1
C296	-0.156157118399468	-0.247231734746833	G1
C297	-0.03813289635544	0.24000930838872	G2M
C298	-0.0822896721514084	0.254309143234959	G2M
C299	0.240285164082835	0.00618818166018104	S
C300	-0.167705266786608	-0.231839261257604	G1
C301	-0.189872105484713	-0.181457491467281	G1
C302	-0.0331350412135562	0.100128632170094	G2M
C303	-0.0454890339116261	0.278731236865916	G2M
C304	0.0670064879123908	-0.0113104835005649	S
C305	-0.0580938464816725	-0.25639758792856	G1
C306	-0.0989765116081625	-0.125781998206238	G1
C307	0.192363504305241	0.00638839246801542	S
C308	0.173698493129354	0.11741312088603	S
C309	0.0349023391684605	0.0996412633532315	G2M
C310	0.0652402072569235	0.0142988715170697	S
C311	-0.179383086352016	-0.218598118777792	G1
C312	0.0969990456036022	0.00426913508942972	S
C313	-0.130292719166293	-0.158693098839778	G1
C314	-0.0658178015067047	-0.211868236274389	G1
C315	0.0575317932875098	0.0757348979744742	G2M
C316	0.179794056271174	0.287494015787166	G2M
C317	0.139005488749941	0.176018750907345	G2M
C318	-0.125864739938716	-0.19324261037905	G1
C319	-0.0787842029502521	0.417174299601092	G2M
C320	-0.155182197162571	-0.204095391526047	G1
C321	-0.115096843899814	-0.156725352477351	G1
C322	-0.139853009542456	-0.190959755292489	G1
C323	0.0723491054361718	0.115398855202564	G2M
C324	0.0799052057004658	0.0413482839859444	S
C325	0.190405222242757	-0.147091724853726	S
C326	0.0968087925194859	0.145469298453601	G2M
C327	0.282925452794714	-0.176942525956233	S
C328	-0.186691742023978	-0.281016190028612	G1
C329	0.236055814819152	0.118078145474761	S
C330	0.187307534829197	-0.121524005692342	S
C331	-0.00496414789725991	-0.184475262423181	G1
C332	-0.200778412349463	-0.262321911039338	G1
C333	0.266342286465378	-0.220889341248094	S
C334	0.228196895627353	-0.033366850787901	S
C335	-0.125658394503522	0.388678615731792	G2M
C336	-0.0990505462468257	0.661720880587182	G2M
C337	-0.134910993850494	-0.216594576992923	G1
C338	-0.104785205850997	0.461535047269275	G2M
C339	-0.115548339444283	0.0578002984070194	G2M
C340	-0.187093455912568	-0.230556230722691	G1
C341	-0.0160021603685127	0.328162526708682	G2M
C342	-0.114547410966348	-0.181314120612432	G1
C343	-0.215473801226067	-0.271628924765571	G1
C344	0.02943026180931	0.176431413866568	G2M
C345	-0.0942778439437863	-0.250883695395266	G1
C346	0.0685324255641966	0.0311468451769728	S
C347	0.222546730524995	0.0304446979265534	S
C348	-0.172887658626688	-0.245682592424278	G1
C349	-0.138741718977064	-0.256197420937451	G1
C350	-0.185949291608074	-0.270302148905255	G1
C351	-0.125200972657191	-0.16371280002921	G1
C352	-0.150862809254124	-0.239977953055032	G1
C353	-0.0940304064922719	-0.215645609986897	G1
C354	-0.117514991836019	-0.285392244496568	G1
C355	-0.151169987765439	-0.318697753743201	G1
C356	-0.175841726074829	-0.255186023422706	G1
C357	0.227353169650271	-0.0617506266038877	S
C358	-0.0358293543151369	-0.0501152048377976	G1
C359	0.0992710705155657	0.0441562894457983	S
C360	-0.175922688517083	-0.281374314277404	G1
C361	-0.116791498458894	-0.193777727573423	G1
C362	-0.16975525789067	-0.246732747302329	G1
C363	0.196440324759656	-0.0330233316767929	S
C364	-0.120376750177025	-0.212942242913426	G1
C365	-0.0655865719262602	-0.255405394357378	G1
C366	-0.174344326859208	-0.252273364969603	G1
C367	-0.190393453075049	-0.247678059594619	G1
C368	-0.160174598468802	-0.264864165773676	G1
C369	0.140935374719195	0.0435305715649588	S
C370	-0.203052822710835	-0.252812820496947	G1
C371	0.0491797320650843	-0.0574065390777105	S
C372	0.0376024933501862	0.171419607932852	G2M
C373	-0.191856616126479	-0.279205690725967	G1
C374	-0.0906067694369441	-0.0953723953230736	G1
C375	-0.17440409785593	-0.228065511208299	G1
C376	0.270643305707214	-0.00573907188526113	S
C377	-0.169418502952519	-0.245589039375892	G1
C378	-0.15514165437228	-0.115781465557446	G1
C379	-0.0199356143488676	-0.229068868452223	G1
C380	-0.0216315420663433	0.162820271917708	G2M
C381	-0.158982751780894	-0.264623123520547	G1
C382	0.265239032612277	-0.00377288375742457	S
C383	-0.0976237510648351	-0.285394725928069	G1
C384	-0.196796520144574	-0.268038638311127	G1
C385	0.105974085715534	-0.000519024239797494	S
C386	-0.0815353331037059	0.224156307799432	G2M
C387	-0.174059650877825	-0.218469061271871	G1
C388	-0.164636951829315	-0.229680907422789	G1
C389	-0.0923584027903693	-0.134853612477675	G1
C390	-0.155642359866144	-0.290951207971373	G1
C391	0.0611719558536469	0.0859511953994248	G2M
C392	-0.155517034721257	-0.248050165551729	G1
C393	-0.0468610795543889	0.0417857563898974	G2M
C394	0.221850127181068	0.203540019207715	S
C395	-0.176623115434827	-0.301481573168239	G1
C396	-0.0270115397419487	-0.265408304991985	G1
C397	0.0144376071272652	0.100216355986612	G2M
C398	0.270201061317486	-0.102150443016941	S
C399	-0.0808043686139225	0.308691693308894	G2M
C400	-0.184102769193373	-0.264839177595858	G1
C401	-0.179796954323232	-0.282403869082217	G1
C402	-0.205902675482078	-0.235194007590831	G1
C403	0.213340931698992	-0.0381043359408801	S
C404	-0.176710004849524	-0.26869604196892	G1
C405	0.360694990971298	0.142158276311926	S
C406	0.287005668854333	0.132827202000887	S
C407	-0.175070859448726	-0.240194635579461	G1
C408	-0.129331977547123	0.266432112502599	G2M
C409	0.0278981653793367	-0.196311317372647	S
C410	-0.0175804412040156	0.349812972061965	G2M
C411	-0.178224497885509	-0.284561071040573	G1
C412	-0.135195106769052	-0.245186009290131	G1
C413	-0.0829615928486398	0.580886050965838	G2M
C414	-0.174232280997715	-0.226844025604492	G1
C415	-0.081444812999726	-0.232607049908396	G1
C416	0.12997690870983	0.105390168907515	S
C417	0.171228000710922	0.0562331350558368	S
C418	0.176979701318279	-0.0546459411917459	S
C419	-0.00446786600598426	-0.165764971553889	G1
C420	-0.1411359438377	-0.198624972158033	G1
C421	0.0964902675672036	-0.00738766525096279	S
C422	0.142954106013931	-0.0893490623341158	S
C423	-0.20744720928608	-0.261675840597701	G1
C424	0.0860340364195094	0.0166613304463157	S
C425	0.0380902880709104	0.0309600567983342	S
C426	0.160721084038109	-0.0111540366787166	S
C427	0.243380176809283	0.0303164220403873	S
C428	0.0781132296697599	-0.0770811554086046	S
C429	-0.167039235737699	0.095907549462796	G2M
C430	-0.19018861996691	-0.250704707461593	G1
C431	-0.0534466229755711	-0.288262076351399	G1
C432	0.101467025699846	0.170221979841771	G2M
C433	-0.120478777240141	-0.042968900824677	G1
C434	0.167383046288661	0.179732823453735	G2M
C435	0.194881298370102	-0.0566320407996632	S
C436	0.125396457238107	-0.239152428866323	S
C437	-0.167241068523527	-0.292064319094989	G1
C438	-0.156490241655971	-0.209043623534062	G1
C439	-0.189719997564152	-0.296698896265439	G1
C440	0.158120050485507	0.0349556125946472	S
C441	0.207348461990968	-0.125168819269044	S
C442	-0.107580639376809	-0.256538456906657	G1
C443	0.103595448929585	-0.0415021891849278	S
C444	-0.111656729779859	-0.199875949015448	G1
C445	-0.164795593994497	-0.232084624066868	G1
C446	0.0780537844681745	-0.159797843581461	S
C447	-0.169441889445152	-0.298098725256622	G1
C448	0.0784055487363972	0.288102157336766	G2M
C449	-0.0927539383955014	0.222978769960178	G2M
C450	-0.0696912516164923	0.264248217469276	G2M
C451	0.224841249395659	-0.101386928811861	S
C452	0.209278758888177	0.11492915634548	S
C453	-0.163509095932022	-0.241374796643865	G1
C454	-0.169677170883763	-0.229105383431997	G1
C455	-0.149134532826675	-0.0753409599992882	G1
C456	-0.101936252853182	-0.164518427021827	G1
C457	0.152267713777561	0.0350449837361421	S
C458	-0.0564935739735306	0.55462345542713	G2M
C459	-0.155004337163762	-0.260630730774524	G1
C460	0.061485566351123	0.245706083184075	G2M
C461	-0.125445804356303	0.346023800253432	G2M
C462	-0.0943203875594872	0.243607796240335	G2M
C463	-0.156935340303771	-0.186279818943355	G1
C464	-0.152680936376642	-0.28621216768968	G1
C465	0.0112486566677484	-0.191131627853479	S
C466	0.445875354722976	0.0513625158248038	S
C467	-0.168702194818951	-0.255288243332902	G1
C468	0.119664741263444	0.0916990128423639	S
C469	-0.146953425297465	0.493017113540011	G2M
C470	0.0742353310133725	0.273471107782468	G2M
C471	-0.162382217261375	-0.231537215850676	G1
C472	-0.17044184526931	-0.258219408605885	G1
C473	-0.121279309307222	-0.267443118512633	G1
C474	-0.192030990958933	-0.259924493676072	G1
C475	-0.153154974980944	-0.257420688248159	G1
C476	-0.178477287604503	-0.0889291356141831	G1
C477	0.128666181620028	0.105871201440563	S
C478	-0.111627097930729	-0.167033413650951	G1
C479	0.136485604329907	0.140953108813744	G2M
C480	-0.0804422076647898	0.175283999812981	G2M
C481	-0.105106102042905	-0.238811358157529	G1
C482	-0.126488759867779	-0.0327963935026233	G1
C483	-0.0888564308676239	0.108558688975955	G2M
C484	0.122274191088785	0.295050933595182	G2M
C485	0.153554454223592	0.110746886205675	S
C486	-0.174521992128974	0.561578472153127	G2M
C487	-0.190026444462526	-0.271330418278828	G1
C488	0.293681903139435	-0.0192221340744537	S
C489	-0.0655139949229225	0.119557491553597	G2M
C490	-0.087453104043667	-0.273809406014586	G1
C491	-0.1445485472128	-0.304429667610849	G1
C492	-0.0247217921392332	-0.223861680468501	G1
C493	-0.186428378592714	-0.263813008301637	G1
C494	0.0585899213852488	-0.0570450354595432	S
C495	-0.147093016547844	0.0657715354927076	G2M
C496	-0.020354558473157	0.0375140578063833	G2M
C497	-0.188863841224161	-0.264600311121659	G1
C498	-0.185645258672941	-0.240443215936773	G1
C499	0.151591941726917	0.0957852661856164	S
C500	0.145012964852587	-0.0317394403250174	S
C501	-0.177287978418355	-0.215298092515748	G1
C502	0.200027838220946	-0.166577559445348	S
C503	-0.148066324799192	-0.259990476950473	G1
C504	-0.123089796441301	-0.183509080845081	G1
C505	-0.0977365924266254	0.552180061221797	G2M
C506	-0.145960944657153	-0.264294234961242	G1
C507	-0.147842093269934	-0.265182054264809	G1
C508	-0.182732637863639	-0.216197578837971	G1
C509	0.0718482430547518	-0.119480566862044	S
C510	0.0106346284387843	-0.0858435243158663	S
C511	-0.109086064882524	-0.199989201180169	G1
C512	-0.179849456064833	-0.292829554243301	G1
C513	-0.165844495121499	-0.275811778501602	G1
C514	0.0499639627596855	0.101522915472701	G2M
C515	-0.143125742315372	0.121325084126026	G2M
C516	-0.116593533927118	-0.26852615572903	G1
C517	0.149140016951774	0.0708511118768484	S
C518	0.050199080804378	0.0447503559039542	S
C519	-0.170056273759323	-0.259249699489244	G1
C520	-0.134236639802246	-0.308487466506238	G1
C521	-0.178949806950173	-0.226668759214888	G1
C522	-0.118142397979577	-0.10857808827093	G1
C523	-0.051527698408972	0.278074162309104	G2M
C524	0.0538673964660718	0.127870766231598	G2M
C525	-0.184886707099833	-0.293355882474479	G1
C526	0.325259283443732	-0.105337388045001	S
C527	-0.111053965074957	-0.195864661569632	G1
C528	0.254996507887579	0.017253915769774	S
C529	0.25958926348903	0.00174761104741039	S
C530	-0.152750658017682	-0.22814776577011	G1
C531	-0.129331807015956	-0.27968889995698	G1
C532	0.0648670677194135	0.203053576581567	G2M
C533	-0.178396669747964	-0.24168242176664	G1
C534	-0.195721957984878	-0.2444859036156	G1
C535	-0.014996423415813	0.111528485486302	G2M
C536	0.167590149243692	0.158217887984846	S
C537	-0.161434093768339	-0.259268995101723	G1
C538	-0.182601528284352	-0.232000152003658	G1
C539	-0.0160270664748906	0.00494826384954644	G2M
C540	-0.115173336409971	-0.234575094140735	G1
C541	-0.0383611702363914	0.22028913014669	G2M
C542	-0.0110760856242961	-0.25395101020197	G1
C543	0.0828961704951373	0.00707612641635252	S
C544	-0.181748696195529	-0.294779478674485	G1
C545	-0.0356292356008489	-0.0404747266085399	G1
C546	-0.169901650886342	-0.257507840585284	G1
C547	-0.0463136796998323	-0.289299419409412	G1
C548	-0.132457250839021	-0.233145664544011	G1
C549	0.205709457896545	-0.112543626402079	S
C550	-0.208361673135969	-0.272922758144598	G1
C551	-0.156142210064582	-0.279663048949612	G1
C552	0.141832114014674	-0.0873731474779519	S
C553	-0.112166983571079	-0.281710118101036	G1
C554	-0.20129764377672	-0.271160960164032	G1
C555	-0.150608179800611	-0.251896855975483	G1
C556	0.0966283655702931	-0.247800311501576	S
C557	-0.202813640129739	-0.258436762354511	G1
C558	0.224488062917564	-0.132728122331716	S
C559	-0.170167147595159	-0.0575266641576612	G1
C560	-0.156452095068562	-0.206193503399413	G1
C561	-0.112369631549451	-0.255201733689409	G1
C562	-0.130760748957847	-0.064737932823905	G1
C563	-0.0608671977307933	0.284413756473253	G2M
C564	-0.0177741060369204	0.0127615961294354	G2M
C565	-0.139270099122942	-0.194037822593308	G1
C566	-0.214320531345274	-0.288502640993197	G1
C567	-0.104842712984912	-0.263789404774768	G1
C568	-0.0213692635633974	-0.0732091548349468	G1
C569	-0.0977532197986993	-0.0561313902006927	G1
C570	-0.212408962920436	-0.265593053056883	G1
C571	-0.173889553991386	-0.242488667808425	G1
C572	0.302751006340623	-0.039283141310003	S
C573	-0.148897848561237	-0.347360324093924	G1
C574	-0.184791957246284	-0.250142234924111	G1
C575	-0.116287072890173	0.554732356744731	G2M
C576	-0.126686013268395	-0.275672534286859	G1
C577	-0.174047696747005	-0.245108745819587	G1
C578	0.0747930895625655	0.278645039973346	G2M
C579	-0.0388258323084806	0.170547125303129	G2M
C580	-0.0997441550796796	0.390670433178718	G2M
C581	0.0418595581764582	-0.243837660791883	S
C582	-0.190674958010306	-0.242198408204127	G1
C583	0.141063320413393	-0.179801300544859	S
C584	-0.165514806278614	-0.267361701919076	G1
C585	0.103855394805885	0.101632601961073	S
C586	-0.137177832706811	-0.207865375377068	G1
C587	0.132602964574445	-0.0241836553906683	S
C588	0.0763823486349554	-0.0108970508443185	S
