S.Score	G2M.Score	Phase
C203	0.0539299957030925	-0.0998232752781751	S
C204	-0.124079049090589	-0.18838139029493	G1
C205	-0.107817474488553	-0.205164934697381	G1
C206	-0.0957587330599092	-0.144784067749179	G1
C207	0.0151983189346533	0.251953877852565	G2M
C208	-0.129481066592018	-0.194554059296921	G1
C209	0.078695728528315	-0.000201395667427884	S
C210	-0.120859531614762	-0.199185168928022	G1
C211	-0.120104394063395	0.169732118067028	G2M
C212	0.03223192679893	0.204737962907712	G2M
C213	-0.12743291510088	-0.160203970786606	G1
C214	-0.00473420288904383	0.596058118107886	G2M
C215	-0.0975577830798097	-0.166895439055149	G1
C216	0.336990355728248	-0.0998779769859037	S
C217	-0.102800912953625	-0.165101613716663	G1
C218	0.170618325308358	-0.175995853167422	S
C219	-0.105841633923829	-0.233876172209477	G1
C220	-0.0643478820664113	-0.161567471281867	G1
C221	0.0089353110189124	0.0518573822117528	G2M
C222	-0.0463825505867753	-0.221921696481314	G1
C223	-0.0496436212079325	0.303086930721138	G2M
C224	-0.0510974426067734	0.47763210072873	G2M
C225	-0.130910483996716	-0.241022944865186	G1
C226	0.0202365460324316	0.133709069786067	G2M
C227	-0.151610131644048	-0.187277432240364	G1
C228	-0.101368244395004	-0.212293512147743	G1
C229	-0.119029195388669	-0.2056754311624	G1
C230	-0.132960042811159	-0.22431497581904	G1
C231	-0.111928348725575	-0.239757412259829	G1
C232	-0.0821667530249135	0.169136723986837	G2M
C233	-0.0590617444436587	0.350379021345315	G2M
C234	0.172306352498942	-0.132813706623013	S
C235	-0.109390525056609	-0.2499100564459	G1
C236	-0.106004169374309	-0.211635062571253	G1
C237	-0.105029308819653	-0.188104543963623	G1
C238	-0.10436348376178	-0.219476539530242	G1
C239	-0.0818490365719242	-0.165515202478886	G1
C240	-0.143241063016486	-0.2115971175734	G1
C241	-0.117908463333431	-0.1892993260656	G1
C242	-0.077507362405091	-0.123251354409703	G1
C243	0.0546985079962449	0.225461560102828	G2M
C244	-0.0857848366536738	-0.203686552879869	G1
C245	0.0675154026677882	0.169344578862013	G2M
C246	-0.150809336901263	-0.214218335437307	G1
C247	-0.0273750624038561	-0.0861140987374397	G1
C248	0.22520589563631	-0.0330475961635172	S
C249	-0.109572455290926	-0.212989403939369	G1
C250	-0.0644880896477675	-0.174523122564164	G1
C251	-0.115068770985846	-0.184190141792713	G1
C252	-0.10511271205031	-0.198548654963031	G1
C253	-0.117254880563353	-0.163281019686524	G1
C254	-0.134827752128522	-0.227966268297622	G1
C255	-0.0972206476186276	-0.120749503518298	G1
C256	-0.148129443328747	-0.253757733762876	G1
C257	-0.0962466031908841	-0.206819902603484	G1
C258	-0.16494126617869	-0.204597630560681	G1
C259	-0.101594960743072	-0.161599510233517	G1
C260	-0.149033445114479	-0.202997744205482	G1
C261	-0.102383723598874	-0.128460504523773	G1
C262	-0.00370173714868202	-0.203738920328094	G1
C263	0.116286566612689	0.363701675003859	G2M
C264	-0.108225429198167	-0.129543762093455	G1
C265	-0.0531060719567993	-0.186041335856677	G1
C266	-0.111652050944304	-0.144052097751735	G1
C267	-0.115971003271744	-0.229714816990341	G1
C268	-0.0939799866190718	-0.175289238391782	G1
C269	-0.154481769139176	-0.20375530310767	G1
C270	-0.120981497555195	-0.183814720602356	G1
C271	-0.173779499544108	-0.220273486407937	G1
C272	0.0297647752907148	0.354429420031373	G2M
C273	-0.063588033362423	-0.183343377395476	G1
C274	-0.107356728412517	-0.152049547549503	G1
C275	0.21757374883547	0.139614441291326	S
C276	-0.141350009394258	-0.220054242223693	G1
C277	-0.0490721140014279	-0.118564992321262	G1
C278	-0.125308425325735	-0.215433615059933	G1
C279	-0.095845525519479	-0.188047256269052	G1
C280	-0.129995469792881	-0.213676314336991	G1
C281	0.0942838774755049	-0.00929758907807149	S
C282	-0.105085627083942	-0.202614018616558	G1
C283	-0.116323543485309	-0.22096866213234	G1
C284	-0.143721167017834	-0.190246785258245	G1
C285	-0.167984199680027	-0.247946657856564	G1
C286	-0.133333580205729	-0.213418449617167	G1
C287	-0.150191181307736	-0.183108235642715	G1
C288	-0.15822641477688	-0.214824732755053	G1
C289	0.246432005923155	0.0573211658472076	S
C290	0.0520135871411603	0.0164781386826526	S
C291	-0.0922017411933901	-0.00924650675433342	G1
C292	-0.0994332877483158	-0.188378938598865	G1
C293	0.0229140797040666	0.250349107114236	G2M
C294	0.199050858604287	-0.0771041118734683	S
C295	0.124947928166058	-0.10611476725447	S
C296	-0.125959217574823	-0.23636627988034	G1
C297	-0.139600114538621	-0.23010151020968	G1
C298	-0.14267145760368	-0.133840590485209	G1
C299	-0.14595167442629	-0.136852750266965	G1
C300	-0.166984484191175	-0.209903198758842	G1
C301	0.229985883942396	0.269863358672277	G2M
C302	0.39223495140454	-0.0840099976375829	S
C303	0.276079845854609	-0.0257791303596776	S
C304	-0.00128360059187435	-0.214871331823286	G1
C305	-0.109261336978806	-0.161267821075916	G1
C306	0.179971641472315	0.107337911186889	S
C307	-0.0561384167738585	-0.196963880648879	G1
C308	-0.0743814379209036	-0.173281411065176	G1
C309	-0.11578718762592	-0.217237097035575	G1
C310	0.216505765821683	0.137319374499537	S
C311	-0.117696413025779	-0.168135934533127	G1
C312	-0.121651277604818	-0.117617604527617	G1
C313	-0.163503417409553	-0.227957425057256	G1
C314	-0.134060811341577	-0.247132396609375	G1
C315	-0.0843678634179482	-0.132123772210983	G1
C316	-0.0844081924258136	-0.183519052815474	G1
C317	-0.0807523549452156	-0.216458295234246	G1
C318	-0.114756104612628	-0.223732492938105	G1
C319	-0.106623808896033	-0.242145353953072	G1
C320	-0.116968155553592	-0.174706739042084	G1
C321	-0.154777428953572	-0.216418935191553	G1
C322	-0.0917361050208981	-0.214977406601785	G1
C323	0.0436273424279407	-0.00195699537221217	S
C324	-0.00503395281497451	0.249421239403512	G2M
C325	-0.100677930678555	-0.237213313886091	G1
C326	-0.103061008509173	-0.233663179972454	G1
C327	0.230872701094641	0.0117889882947468	S
C328	0.334735980900929	0.0299569272229369	S
C329	-0.0816928501384345	-0.19839939842619	G1
C330	-0.154027446250233	-0.17162284166245	G1
C331	0.288192433100707	-0.0680018833099712	S
C332	-0.0700589505569365	-0.155719930586272	G1
C333	-0.0823531588572396	0.45353133657995	G2M
C334	-0.0527006568179729	0.0477262469442886	G2M
C335	-0.0192874824663653	0.305308797453845	G2M
C336	-0.121029307122172	-0.166676751919903	G1
C337	-0.0999749502033236	-0.257348808980068	G1
C338	-0.0440466237109162	0.265409982057326	G2M
C339	0.011891096639045	0.36330345896723	G2M
C340	-0.0995560825639126	-0.129610205218493	G1
C341	-0.0996984215056261	-0.233591161444566	G1
C342	-0.0883013688312796	-0.124133837301728	G1
C343	-0.111909302178844	-0.269532694267254	G1
C344	-0.155332907370937	-0.258690270335078	G1
C345	-0.124173783996144	-0.159283791397448	G1
C346	-0.0698710502832156	-0.156445552254124	G1
C347	-0.151418501562208	-0.212155906984114	G1
C348	0.181027953013184	0.11044498124281	S
C349	-0.0751822710073541	0.119482277945096	G2M
C350	-0.0943907346470246	-0.158501803410166	G1
C351	-0.0807204687859222	-0.208662147915447	G1
C352	-0.0408982015407313	-0.146801953801673	G1
C353	-0.108237753087646	-0.197841980725604	G1
C354	0.147629784632149	0.0183190416641745	S
C355	-0.125905013616818	-0.21147679881988	G1
C356	0.206644741596894	0.117262834449458	S
C357	-0.106414764028342	-0.226750208147082	G1
C358	0.193665345837838	0.0153762503885459	S
C359	-0.136941296199291	-0.229750906546796	G1
C360	0.0283693647028276	0.263972997610356	G2M
C361	0.102716558625918	0.0564562428148025	S
C362	-0.134147430033456	-0.246700872442553	G1
C363	-0.0810726912478359	-0.213724246585044	G1
C364	-0.118409488286292	-0.194354025479872	G1
C365	-0.104478696745902	-0.224657594058467	G1
C366	-0.0750734002454198	-0.192638610352601	G1
C367	-0.0800556940122988	-0.215220003653345	G1
C368	0.0351488353704014	0.350806575291228	G2M
C369	0.0318928456164597	0.366051568810667	G2M
C370	0.311685061562452	0.0840062870414343	S
C371	-0.0523752128326755	-0.116244193691864	G1
C372	-0.0546531680424827	-0.142198115586772	G1
C373	-0.0977881851879646	-0.229580161608041	G1
C374	-0.0597944668193183	0.176573518928016	G2M
C375	0.0973129406739712	0.448542863481575	G2M
C376	-0.129255067487033	-0.207602409487645	G1
C377	-0.157785588358488	-0.185408305965399	G1
C378	-0.12361788556145	-0.225029825440247	G1
C379	-0.115932025776087	-0.233613075302262	G1
C380	-0.104337763682113	-0.136919467525879	G1
C381	-0.143657469843575	-0.164751448216901	G1
C382	-0.00504961264891704	0.497912140748072	G2M
C383	-0.0794927319692332	-0.241579551932069	G1
C384	-0.0720361534112722	0.557006506945534	G2M
C385	-0.03217099365697	0.341478386012787	G2M
C386	-0.0702584707673024	0.452305976588053	G2M
C387	-0.06559982535485	-0.109617348690503	G1
C388	-0.127661216054054	-0.229565386464677	G1
C389	-0.103613597056614	-0.146059777031399	G1
C390	-0.123660155532021	-0.23935307030814	G1
C391	-0.14111908572555	-0.221342882612769	G1
C392	-0.0574762825283081	-0.248059295314735	G1
C393	-0.140659092139301	-0.235697674101985	G1
C394	-0.105156345685421	-0.165232152130027	G1
C395	-0.0915670379975397	-0.186637707592878	G1
C396	0.296222204112327	0.12854209963186	S
C397	0.29321877290406	0.165706665747929	S
C398	0.174684310791652	-0.203676550072573	S
C399	-0.10670988750639	-0.177064533355184	G1
C400	-0.125101245852696	-0.233622076677169	G1
C401	-0.0901886423001008	-0.14800462128205	G1
C402	0.0823118928787964	0.123356391062559	G2M
C403	-0.127813810299753	-0.249465724534952	G1
C404	-0.133366752944901	-0.153154993750643	G1
C405	-0.137966631354162	-0.162766630222367	G1
C406	0.123762757028965	-0.209625018534745	S
C407	-0.105766970081563	-0.210403798686628	G1
C408	-0.0191113313223746	0.224801876750378	G2M
C409	-0.116975820427328	-0.264390069110438	G1
C410	0.0322870072525094	0.261741478420699	G2M
C411	-0.111273501216294	-0.223480699903098	G1
C412	-0.141571127230582	-0.223756148353208	G1
C413	0.303009347891871	0.0678618585759793	S
C414	-0.0249830297777187	-0.139870738335282	G1
C415	0.135328809191747	0.248951922668436	G2M
C416	-0.154998641283684	-0.262094462082134	G1
C417	0.323159494135712	0.0901462428721168	S
C418	0.356510584353043	-0.0678966473181366	S
C419	0.0565300397352753	0.24281319033356	G2M
C420	-0.0993217743526201	-0.225485897889803	G1
C421	-0.114772240942028	-0.183446329608341	G1
C422	-0.12498640924267	-0.167968572147718	G1
C423	-0.0611855251237742	-0.136855158067086	G1
C424	-0.131666660881303	-0.246729947189356	G1
C425	-0.0811039504632917	-0.184911481244699	G1
C426	0.167811363752255	-0.126831504132661	S
C427	-0.129339607034961	-0.194161462926706	G1
C428	0.117570629599613	0.204738070558759	G2M
C429	-0.151569737396288	-0.246839307609061	G1
C430	0.080972314058511	0.0113664726386181	S
C431	-0.118887796762507	-0.182905323926845	G1
C432	0.100452613154825	0.338517755116964	G2M
C433	-0.108057147502913	-0.20146557036138	G1
C434	-0.109686418821243	-0.211680140765325	G1
C435	-0.13108663011525	-0.209009039398338	G1
C436	-0.103821246666357	-0.184452455046679	G1
C437	-0.122279362406842	-0.156864691615964	G1
C438	0.178398835322682	0.137006575156278	S
C439	0.0208526056452956	0.225097041418329	G2M
C440	0.156991907707405	-0.130464620938028	S
C441	-0.0335872288215081	0.574350393261693	G2M
C442	-0.11254807386377	-0.202111493389802	G1
C443	-0.106908485165991	0.119340934010005	G2M
C444	-0.0832331427499536	-0.180294115921128	G1
C445	-0.0166811879781463	-0.216541567076119	G1
C446	-0.149032953253656	-0.242820959859812	G1
C447	-0.0835093697403217	-0.192895257072489	G1
C448	0.0274700851343249	0.256138424390636	G2M
C449	-0.119261533095011	-0.195198543379767	G1
C450	-0.139693230473381	-0.224817221711792	G1
C451	0.177297004788208	0.318028438439079	G2M
C452	-0.131881261259991	-0.223327226150962	G1
C453	-0.0927961351900132	-0.223157164803462	G1
C454	0.162164917907209	-0.205157076844936	S
C455	-0.13314551271109	-0.221298151331929	G1
C456	-0.105286270422217	-0.192298527484162	G1
C457	-0.120326783733003	-0.221011059094086	G1
C458	0.215716096282313	0.165544395905443	S
C459	-0.0739676606575682	-0.121679474153941	G1
C460	0.0801533574103964	-0.118480177859001	S
C461	-0.0454720339908402	-0.154447018834111	G1
C462	-0.160998083865164	-0.231185072107506	G1
C463	-0.0960673680441187	-0.135259627250359	G1
C464	-0.132158024194028	-0.222320884673209	G1
C465	-0.120251399611949	-0.159961617359765	G1
C466	-0.100734572240877	-0.189344743162005	G1
C467	0.213632736894004	0.170371453336228	S
C468	-0.114029759551399	-0.225310071908283	G1
C469	-0.0951332946236592	-0.19291986530983	G1
C470	0.0188486988074169	0.00624893959593592	S
C471	-0.0021071430511948	-0.112444732865669	G1
C472	-0.0523202116112347	-0.186428245716514	G1
C473	0.0154704210573265	0.201079864418782	G2M
C474	0.198764752474214	0.247304762197599	G2M
C475	0.049811914537664	0.328066340910461	G2M
C476	-0.0279552849302367	0.107473664650349	G2M
C477	-0.12293186369825	-0.220558446867788	G1
C478	-0.117585048082284	-0.135822830995013	G1
C479	0.269345759090433	-0.134704655919737	S
C480	0.167669442175898	0.158466297616641	S
C481	-0.130552827658563	-0.137002978098719	G1
C482	-0.0910084529739164	-0.190545375045058	G1
C483	-0.0931697359897186	-0.248527444869835	G1
C484	-0.0039353361562082	0.000494942794507902	G2M
C485	-0.0952360074678661	0.232992769923767	G2M
C486	-0.0857437138953052	-0.215637040112592	G1
C487	0.279312903423392	0.211447854273188	S
C488	-0.105746898043193	-0.21606937764149	G1
C489	0.141348459701375	0.15790944513928	G2M
C490	-0.150419300185601	-0.221411328359943	G1
C491	-0.0383569842206084	-0.162598834285362	G1
C492	-0.108450066774381	-0.232008668671196	G1
C493	-0.106564798789277	-0.181006060674655	G1
C494	-0.121936293635229	-0.21099489514269	G1
C495	-0.128661361152549	-0.203479474281708	G1
C496	-0.131023656069643	-0.259918387260077	G1
C497	-0.134716553492177	-0.220148367251267	G1
C498	0.14778446405608	0.0624533400969153	S
C499	0.209202180022987	0.216553419927709	G2M
C500	0.0687552015565474	0.181116235241764	G2M
C501	-0.132814243983045	-0.205872301714794	G1
C502	-0.113727920970987	-0.208489273178964	G1
C503	-0.114839872642051	-0.218607691497783	G1
C504	-0.109449261776912	-0.21262890504279	G1
C505	0.00297392095645527	-0.0886213235868928	S
C506	-0.120815952558783	-0.0795278981561657	G1
C507	0.144796571292924	0.202655348526378	G2M
C508	-0.099170627684758	-0.20157011473793	G1
C509	-0.145558306797372	-0.221628003187402	G1
C510	-0.0653595919985051	-0.236029817678552	G1
C511	0.289369451065055	0.0459152370480296	S
C512	0.0235008344366593	0.320156697655554	G2M
C513	0.340426501154645	0.0507696600146458	S
C514	0.0222778673697093	0.5340793627339	G2M
C515	-0.135888560211533	-0.162992245921287	G1
C516	-0.0826514274219942	-0.181929273918598	G1
C517	-0.0829817641103101	-0.267344650581155	G1
C518	-0.134978593160635	-0.155515661964966	G1
C519	-0.0934392179762331	-0.135048537396572	G1
C520	0.216312937242111	0.435518578599433	G2M
C521	0.0498557198448721	0.466371847266031	G2M
C522	-0.12240475046692	-0.220823553831891	G1
C523	-0.0925751509023472	-0.11473569362122	G1
C524	-0.124450852999897	-0.186338170799547	G1
C525	-0.112678477259079	-0.230297379402142	G1
C526	0.245141547928029	-0.101475607086277	S
C527	0.257738984420374	0.0169403831841745	S
C528	-0.0818302678656328	-0.175284003178378	G1
C529	-0.0836578147320704	-0.209508355089782	G1
C530	0.207635343098668	0.206653540836301	S
C531	-0.0954614035058761	-0.212785251921439	G1
C532	0.109943304619132	-0.11530259145064	S
C533	-0.10014773495283	-0.155703816873656	G1
C534	-0.0753484343504627	-0.201811511779715	G1
C535	-0.156736442582848	-0.215106865736049	G1
C536	-0.126878785183616	-0.226924250169619	G1
C537	-0.0955047326047897	-0.203896425680753	G1
C538	-0.117174189973748	-0.246380712658043	G1
C539	-0.1203581531861	-0.250247362085905	G1
C540	-0.150141179379588	-0.226178011942305	G1
C541	0.220056617427364	0.0884892671696551	S
C542	-0.108458435418412	-0.168698367216911	G1
C543	-0.0858681196016935	-0.188390116488082	G1
C544	-0.0539630798111153	-0.127665636979787	G1
C545	-0.039581313690917	0.28531006322005	G2M
C546	-0.0120657164576876	0.328773572090456	G2M
C547	-0.0655606981583506	-0.225666467821866	G1
C548	-0.0315390819644686	-0.0216489660525888	G1
C549	-0.126143449745342	-0.243084616969507	G1
C550	0.211378893670759	0.297637141382206	G2M
C551	0.215474400957222	0.281177171518865	G2M
C552	0.320960417008632	0.061363888419631	S
C553	0.01890663730462	-0.154575022841634	S
C554	0.354779841246454	-0.0832478479947236	S
C555	0.0020828987841679	-0.0296307835726452	S
C556	-0.0991529788519575	-0.194869436319994	G1
C557	0.183592101090418	0.388659840260083	G2M
C558	-0.145182287462698	0.183236310765497	G2M
C559	-0.083077311787542	-0.256448198126105	G1
C560	-0.0922708321935643	-0.184576022037498	G1
C561	0.258629408212063	0.0296479537188193	S
C562	0.00818271807283619	0.143018186234152	G2M
C563	0.165635883773784	0.298858370038241	G2M
C564	-0.203571959660356	-0.278746268972266	G1
C565	-0.114522192137531	-0.20169928574023	G1
C566	0.302104138461328	0.0059001018920995	S
C567	0.272876328253551	0.238803944301414	S
C568	-0.106892671536411	-0.14224960272617	G1
C569	-0.123647728495215	-0.212527645470193	G1
C570	-0.0481116296654515	-0.253299015049471	G1
C571	-0.134696370927821	-0.188667812720271	G1
C572	0.0788139264538093	-0.115969532029604	S
C573	0.146803959300379	0.0815942794458437	S
C574	0.0301816111924765	0.331586934419631	G2M
C575	-0.133679360522964	-0.261389971802784	G1
C576	-0.094666171061324	-0.177662764129117	G1
C577	-0.115362485806526	-0.218748587811091	G1
C578	0.0187301217394004	0.258150791580078	G2M
C579	-0.10839289594345	-0.162962057797213	G1
C580	0.256909125813603	-0.171697135751199	S
C581	-0.0903318046420645	-0.142456335248618	G1
C582	-0.0265418699775113	0.264927648864041	G2M
