Gene	GM12878	GM18502
AC000078.1	18.3554179362626	11.9550712332778

AC000081.1	3.05887552404764	0

AC000089.1	81.1707464284019	13.9448147385633

AC000095.1	6.11523157268733	13.9157528632985

AC000095.2	0	1.27064754357588

AC000111.2	0	1.79324185595218

AC000120.2	18.9660482697217	14.5019576485364

AC000120.3	0	23.4649020326249

AC000362.1	3.05761578634367	0

AC000367.1	110.539610813832	54.4898050855867

AC000374.1	0	4.19116426798414

AC001226.2	206.684513818784	49.7327181955028

AC002056.1	0	2.4811796426674

AC002059.2	22.3554184264994	5.01343439987602

AC002069.1	3.18325321900453	3.58648371190435

AC002069.2	3.05761578634367	0

AC002075.1	3.05761578634367	0.598214125947225

AC002075.2	49.5714430553073	9.72362144020668

AC002310.3	17.3852578505662	4.58214419209011

AC002310.4	6.58064350198984	17.3745583528063

AC002310.5	0	51.029807687992

AC002366.1	3.10904182625418	1.79349828953758

AC002367.1	17.9111922267436	3.79986813556424

AC002381.1	3.05761578634367	0

AC002400.1	18.345694718062	2.98873642658696

AC002456.2	0	0.537470449065986

AC002472.2	11.2073084628694	45.3984364904897

AC002472.3	3.05761578634367	12.9358627497412

AC002472.4	6.26001579540228	0

AC002486.1	0	8.36846199444349

AC002486.2	3.19925372241446	0

AC002487.1	3.05761578634367	0

AC002504.1	8.01567126137873	1.23129186231059

AC002519.2	7.4004300433138	1.66905387995463

AC002524.1	10.9709639354324	1.62967249555607

AC002542.1	3.05761578634367	0

AC002543.1	0	4.19071775076201

AC002545.1	30.9259491093944	30.8366299927582

AC002558.1	44.7392787950434	6.99088045026075

AC002984.1	0	0.597747285317392

AC002985.1	14.408090993177	52.7172488721902

AC002996.1	153.175858413413	615.473187569562

AC003001.2	0	0.766884661676231

AC003002.1	0	0.318421174383145

AC003002.2	29.509789897023	9.82752665531884

AC003002.3	3.6511601627887	14.3468021789284

AC003006.1	57.0174071129114	74.7608776205594

AC003042.2	63.6863331555003	11.3868311449528

AC003045.1	3.06320205038532	0

AC003070.6	3.05761578634367	1.50362851423762

AC003071.1	22.1233851373212	5.24576143500762

AC003071.2	0	0.597747285317392

AC003072.1	56.9859564769331	5.77651977980678

AC003080.1	27.002003754227	2.44862453226716

AC003669.1	0	0.622408545067732

AC003686.1	3.05761578634367	1.19549457063478

AC003688.1	0	16.8566073413424

AC003958.4	0	0.597747285317392

AC003989.1	3.05761578634367	0

AC003989.2	0	0.597747285317392

AC004004.1	0	1.19549457063478

AC004006.1	0	1.8867910993462

AC004022.1	3.05761578634367	4.05878177445218

AC004024.1	0	1.85371893754416

AC004057.1	12620.5747793321	12248.3651501044

AC004062.1	0	5.97747285317392

AC004074.1	0	1.19549457063478

AC004076.1	9.90986729863442	15.6382106812179

AC004080.3	3.05761578634367	0

AC004129.1	45.941888005665	2.76298461159385

AC004134.1	0	0.597747285317392

AC004217.2	9.17284735903099	4.65303821562332

AC004223.1	12.9310210167259	0.600198049187193

AC004224.1	47.4394654111951	0.597856673070605

AC004232.1	39.6291283379483	28.1931398454775

AC004233.2	0	100.421543933322

AC004381.2	4.57060663305274	0

AC004381.3	6.25187336456324	0.597747285317392

AC004383.1	9.20567697972897	5.37991983572426

AC004386.1	72.3433607313752	1.56081918125493

AC004453.1	159.017882842743	28.7217445068077

AC004461.1	3.06464524503647	0.597822003728057

AC004467.1	6.11523157268733	1.13038195884516

AC004486.1	22.3663983247882	0.603927992247574

AC004522.1	3.05761578634367	3.34186280835563

AC004552.1	48.6080769918883	12.9544562767983

AC004554.1	0	1.98796998909002

AC004556.1	0	4.33050872414819

AC004584.2	15.5225307949836	0.597974429285813

AC004593.3	6.11523157268733	31.9247781171592

AC004674.1	3.05761578634367	2.39098914126957

AC004678.1	14.8585664693633	8.72477257600105

AC004687.2	154.461494123097	41.0284937801818

AC004690.1	3.05761578634367	1.11655546638848

AC004692.1	23.2358130279403	0

AC004696.1	3.05761578634367	118.031169992563

AC004706.2	13.4900877175642	0

AC004754.1	7.39569685407654	5.20725575038204

AC004790.1	3.05761578634367	1.19549457063478

AC004801.1	7.05749091433329	0.602672125201122

AC004801.2	114.379040611049	12.5526929916652

AC004805.3	6.15212782238114	0

AC004812.1	3.44156671586641	0

AC004825.1	3.06739709924418	1.19549457063478

AC004832.2	3.10557754756825	0

AC004832.3	282.512162273793	395.469126365906

AC004835.2	3.13669796104166	0

AC004837.1	3.05761578634367	1.31602971297175

AC004840.1	6.11523157268733	4.18423099722174

AC004853.1	0	0.597747285317392

AC004854.1	6.11523157268733	0

AC004858.1	0	0.597747285317392

AC004865.1	0	1.79324185595218

AC004866.1	3.05761578634367	0

AC004866.2	0	0.597747285317392

AC004884.1	27.6277173063602	1.19921614523317

AC004890.1	7845.84461194517	1719.41196554427

AC004890.2	201.610804026631	238.286071067502

AC004890.3	18.345694718062	8.96620927976088

AC004893.1	15.5075056710095	4.78197828253914

AC004898.1	7.06719884445493	2.37496532979206

AC004899.1	4.86699967691775	1.4336424688308

AC004910.1	92.2526070307892	3.23594497813382

AC004911.1	3.08039502395193	1.19549457063478

AC004922.1	77.9128659809001	59.2651651101828

AC004923.1	5.91859324385178	96.2063059911688

AC004923.3	3.36294624115216	0

AC004938.1	8.14381593898439	0.598093380995591

AC004941.2	18.2233105885978	0

AC004945.1	3.05761578634367	0.597747285317392

AC004951.2	123.757335289996	23.0220101477782

AC004951.3	44.8255005026025	37.7667709503687

AC004965.1	45.6988503572716	0

AC004967.1	146.912745253219	46.4117143764156

AC004975.1	6.11523157268733	3.58648371190435

AC004980.1	0.000232378799762119	0

AC004980.3	94.1844178574485	12.6033449011285

AC004980.4	72.9984610288308	3.90539205032503

AC004980.5	225.193387376132	145.879123333463

AC004980.6	5.02755813947444	0.870230385329325

AC004986.1	10.5891930859653	0

AC004987.2	0	2.50920024216122

AC004987.3	5.73901335348825	0

AC004987.4	0	1.76341725515126

AC005000.1	377.175836944824	1480.24890117865

AC005002.1	0	3.84792701730376

AC005005.1	3.26537160617836	2.99613534248462

AC005005.2	4.16581499433028	0

AC005011.1	13.0500692873672	1.19571454163578

AC005014.1	16.3714778180619	3.622942709825

AC005019.1	37.7095938386711	1.24884530909122

AC005020.1	6.905169668705	1.1985675894286

AC005020.2	0	1.75295070018536

AC005033.1	9.45766121191312	0

AC005034.1	3.05761578634367	3.58648371190435

AC005041.1	223.942458663239	54.6333732240688

AC005041.2	0	0.61398748131218

AC005042.1	29.5861355055922	4.92791887999666

AC005042.3	7.3641147406194	3.14532529418513

AC005066.1	3.05761578634367	2.39098914126957

AC005070.1	6.12102575460245	0

AC005070.2	4.18192251429273	0

AC005077.1	3.07764928497579	2.89289302911188

AC005077.2	0	21.1983196428593

AC005077.3	0	1.27746006938665

AC005077.4	51.9794683678423	109.532696170321

AC005084.1	6.11523157268733	1.19549457063478

AC005086.2	71.899495820519	1.33240619534759

AC005086.3	291.302471321794	10.1490106867919

AC005086.4	172.360541499937	4.83034022215231

AC005088.1	3.05761578634367	0

AC005094.1	18.763129598061	0.5977998870785

AC005099.1	57.3703935673658	21.9262228130708

AC005102.1	0	0.603951902138987

AC005104.2	9.52991878817599	3.59733581386929

AC005105.1	3.05775337905405	0.597747285317392

AC005154.1	24.2669052810269	0

AC005154.2	101.36448553104	9.34671487818623

AC005154.5	353.606823294183	29.5923335405082

AC005156.1	3.05761578634367	11.9549457063478

AC005165.2	16.2006427088473	0.600854375706472

AC005176.1	40.9957205408072	0.608664541736429

AC005176.2	3.05761578634367	0

AC005178.1	6.11523157268733	1.19549457063478

AC005181.1	0	1.19556151833074

AC005183.1	9.24271693736473	5.38126835359993

AC005185.1	0	1.79324185595218

AC005191.1	5.26915870844817	0

AC005229.1	3.37968974519817	1.82881379690141

AC005229.2	7.24036385689871	0

AC005230.1	3.05761578634367	0.61481595904963

AC005244.1	0	1.9368578142171

AC005252.1	0	0.597747285317392

AC005255.1	366.424688065888	606.901757495653

AC005258.1	0	228.808523056747

AC005261.4	1.45184464621378	3.36928147633314

AC005262.1	40.618860222293	2.21828859334295

AC005296.1	3.05761578634367	0

AC005297.3	3.05761578634367	0

AC005300.1	24.564928034106	0.635205716699092

AC005324.3	37.0636113514903	29.1633715583986

AC005324.4	25.0159447082864	190.761544915946

AC005326.1	10.4747312390035	4.82429879033961

AC005336.1	0	2.74051110690778

AC005341.1	0	0.597747285317392

AC005357.2	6.11523157268733	0

AC005363.1	167.251849525572	86.5455209410893

AC005410.1	43.986001512304	5.12442531130833

AC005412.1	0	1.79324185595218

AC005476.1	7.57714494768554	0

AC005480.2	12.4033529723977	0

AC005518.2	8.84219678789579	2.39897863148512

AC005520.1	63.0663709786613	33.3621242281698

AC005521.1	46.759913360296	4.10821427945336

AC005524.1	15.5188341374979	5.6431163339115

AC005531.1	35.1525311598624	6.97028028556686

AC005532.2	0	4.4815062636395

AC005534.2	9.70177208344744	2.70764217918274

AC005551.1	3.05761578634367	0.597747285317392

AC005559.1	3.05761578634367	0.679208285360446

AC005562.1	8.47531958492399	0

AC005587.1	18.7572681485986	0.598004316650078

AC005622.1	9.17284735903099	1.19549457063478

AC005632.1	1.52880789317183	3.88917217773794

AC005632.3	0	0.428613495442265

AC005670.2	332.017646441357	418.843886314663

AC005682.1	39.7490052224676	14.9436821329348

AC005697.1	6.72978176958454	0

AC005702.1	10.7555518456687	10.1932523543674

AC005702.2	3.19839758999429	4.25807968558628

AC005702.3	0	8.55516297928681

AC005722.1	3.05761578634367	0

AC005726.1	360.638945170337	338.630564180251

AC005730.1	0	0.597747285317392

AC005740.1	0	4.07872680812137

AC005740.2	7.13970408759649	0.6244779461695

AC005758.1	3.05761578634367	0.597747285317392

AC005771.1	3.05761578634367	0.597747285317392

AC005776.1	30.7543495962332	2.98904546193347

AC005777.1	0	1.19549457063478

AC005779.2	13.915524378076	2.82572775314448

AC005786.1	25.9300770423138	0.142091702687368

AC005798.1	3.05761578634367	2.39098914126957

AC005822.1	92.1192796944257	2.33742022505399

AC005828.6	6.11523157268733	0

AC005828.7	0	1.19837391930816

AC005829.2	0	6.69914331244146

AC005832.2	0	1.27867409412313

AC005832.3	8.83032100818163	0

AC005832.4	1283.1573011136	415.162861098871

AC005833.1	332.55483895886	277.214896812123

AC005837.2	0	2.04016050006565

AC005838.1	77.4061212013978	37.7164914374642

AC005840.1	94.758191690219	5.24358563488907

AC005840.3	22.0675530730625	16.4323287092132

AC005865.2	66.0851061226658	146.667407945701

AC005906.1	3.34745330196275	0

AC005908.1	4.55223036217682	0.598037790498056

AC005912.1	12092.1717575516	6042.11301387769

AC005943.1	178.291729063213	897.921748009385

AC005951.1	12.2728661610997	0

AC005972.2	6.11802623351605	1.19549457063478

AC006001.1	6.65081578428643	0.597747285317392

AC006001.3	1237.74707439848	840.37441714187

AC006001.4	147.441569076314	104.38393596928

AC006011.1	359.879369199078	466.283439103127

AC006011.2	28.7434076730233	12.0372357818756

AC006020.1	3.10754053690308	3.01093556526908

AC006023.1	3.05761578634367	0.597747285317392

AC006026.1	0	1.87873705242384

AC006026.2	0	4.54560150954952

AC006028.1	3.28310883535494	1.20054732843757

AC006030.1	17.0099446856399	15.8972235461552

AC006033.1	12.7591402029124	1.23790234953891

AC006042.3	118.645613218387	9.61719134056135

AC006059.2	108.14537840611	43.1953498061069

AC006064.6	1723.46181101635	1005.34430002522

AC006065.1	6.11523157268733	1.97588712546462

AC006065.2	0	1.79324185595218

AC006077.1	9.18433787915607	0

AC006115.2	3.05761578634367	0

AC006116.1	3.29833270435514	0.63073038277392

AC006116.2	3.3412402266849	2.42090340416328

AC006116.7	77.040029805683	377.915604866864

AC006122.1	37.6956663987643	10.0206175586422

AC006130.2	9.17284735903099	0

AC006133.1	3.05761578634367	0

AC006144.1	50.4917609460705	3.82102599847533

AC006158.1	1.67142426629426	0.597747285317392

AC006195.1	12.2304631453747	11.3571984210304

AC006197.1	3.05761578634367	0.597747285317392

AC006199.1	3.05761578634367	0

AC006210.1	138.215626219154	43.5300237291778

AC006210.2	4.84655340015447	5.33263802545565

AC006236.1	0	0.597747285317392

AC006254.1	123.853188487282	90.6717041016866

AC006254.2	0	1.79324185595218

AC006254.3	3.46903939370671	0

AC006270.3	0	0.649161322569397

AC006272.2	0	2.87375136779416

AC006326.1	12.2423419827046	0

AC006329.2	0	16.7245380673879

AC006335.2	8.62333876514088	0

AC006338.1	1.12058866715288	0

AC006338.2	1.68680713131535	1.79324185595218

AC006349.1	3.08226322719738	0.597747285317392

AC006355.1	3.55526110126581	0.690260034918679

AC006362.1	9.25451933430002	0

AC006363.1	12.2304631453747	0

AC006380.1	12.9927603946838	0

AC006386.1	0	0.597747285317392

AC006386.2	14.1616257574872	0

AC006427.1	3.05761578634367	0.597747285317392

AC006441.2	0	0.597747285317392

AC006445.1	29.411359129629	1.82177771360594

AC006445.2	23.7380386513104	0.59826075023548

AC006449.4	389.166411786066	9.59362634933229

AC006453.1	11.1882686893678	0

AC006453.2	1148.1243960883	100.218629053364

AC006453.3	3.10974507788504	0

AC006453.4	9.17284735903099	0.597747285317392

AC006455.2	0.0144288888957558	4.03429147042544

AC006455.3	9.17284735903099	10.7594511357131

AC006455.6	0.0002170907208304	3.10828588365044e-05

AC006457.1	3.05761578634367	0

AC006461.1	18.345694718062	0.662949559199813

AC006463.1	0	3.35369820460492

AC006480.1	21.9591575358209	0.61024857204252

AC006483.1	0	3.34719830062438

AC006484.1	3.05761578634367	9.56395656507827

AC006486.1	778.69939807114	809.849683911875

AC006499.1	0	1.25985940057048

AC006499.2	3.05761578634367	0

AC006499.3	9.17284735903099	1.79324185595218

AC006499.4	0	2.39098914126957

AC006499.5	6.11523157268733	0.90088167062583

AC006499.6	3.05761578634367	1.79324185595218

AC006499.7	6.11523157268733	0

AC006504.3	0	7.77071470912609

AC006504.4	9.17284735903099	10.7594511357131

AC006509.1	32.0897113114504	5.78907067955659

AC006509.2	3.05960935183636	1.79324185595218

AC006511.1	6.11523157268733	2.74498285434924

AC006511.2	14.3909530566946	5.56255075930185

AC006512.1	9.17284735903099	1.19549457063478

AC006512.2	0	1.79324185595218

AC006517.1	0	0.841500857555115

AC006518.4	0	1.35265906886872

AC006518.5	15.2880789317183	1.19549457063478

AC006529.1	14.2348342522597	0

AC006539.1	36.7826623249621	13.2731679563621

AC006539.2	0	2.98873642658696

AC006539.3	18.9441649135388	1.73314255064451

AC006548.2	3.18332965939918	1.79324185595218

AC006548.3	0	2.39098914126957

AC006557.2	6.27533750810764	0.907892050788033

AC006557.4	8.34435578556331	17.1206478586965

AC006557.5	18.5853261824693	7.1729674238087

AC006600.1	38.3577044264393	2.59955811279894

AC006924.1	3.13669796104166	2.39098914126957

AC006927.1	0	0.599229100837694

AC006927.2	0	0.597747285317392

AC006927.3	3.05761578634367	0.597747285317392

AC006927.5	6.11523157268733	5.43597239191032

AC006946.1	14.3595299392583	0

AC006960.1	19.7166684843428	1.19549457063478

AC006970.1	0	1.97263418473792

AC006970.2	3.26428615257421	0

AC006971.1	4.14656118772367	2.81563299699004

AC006978.1	171.392442247281	147.643579473396

AC006978.2	135.922640642964	120.467731386865

AC006987.1	18.345694718062	4.78197828253914

AC006987.2	116.189399881059	4.18423099722174

AC006987.3	3.05761578634367	0.189363948999409

AC006987.4	3.05761578634367	0

AC006989.1	6.79097689193243	0

AC006994.1	30.5828479267772	0

AC007000.1	75.3449823998235	7.05010943552099

AC007000.2	3.05761578634367	3.58964639279097

AC007016.1	0	0.351523821296737

AC007040.2	50.0180506475239	18.9079008845971

AC007041.1	50.4470341423479	1.52041505125119

AC007064.3	0	1.55227557930589

AC007064.4	3.05761578634367	1.19549457063478

AC007066.1	65.7756692898563	4.44704553489367

AC007068.1	2678.66091540256	88.9020373986673

AC007115.1	3.05761578634367	0.597747285317392

AC007136.1	18.3323543403862	1.19549457063478

AC007151.1	3.05761578634367	0.597747285317392

AC007160.1	15.8122949278238	1.19564759393983

AC007161.1	53.3101886222959	1.91834199430711

AC007161.2	0	0.597747285317392

AC007182.2	55.306285820863	8.29476692713128

AC007192.1	0	6.75975189843621

AC007204.1	7.37429965880371	2.56155274265117

AC007204.2	0	4.18423099722174

AC007207.1	81.7311523649545	0.597747285317392

AC007215.1	16.0354519583743	0

AC007224.1	3.05761578634367	1.19549457063478

AC007225.1	18.4670576038535	10.163372163069

AC007225.2	0	0.597747285317392

AC007229.1	0	6.87757745232884

AC007237.1	0	0.561305622068017

AC007238.1	29.0181405666579	0

AC007240.1	337.802108195894	98.5739244090771

AC007241.1	6.11523157268733	2.98873642658696

AC007253.1	3.05761578634367	2.39098914126957

AC007255.2	3.06950991175254	0

AC007256.1	27.3325534240413	4.58305276796379

AC007262.1	0	0.597747285317392

AC007274.1	6.64699070693772	0

AC007275.1	0	0.597747285317392

AC007279.1	76.7746195825811	7.85010630806738

AC007283.2	230.178609767429	0.609652617999058

AC007318.1	147.24911662349	40.2185527837969

AC007318.2	90.6395373617773	226.443767250588

AC007322.2	0	1.29268230175454

AC007325.1	23.4371417393921	11.7769999259926

AC007325.2	0	556.589236388338

AC007325.3	111.818428040313	28.7379990487373

AC007325.4	0	9.85404690912651

AC007326.1	0	1.79324185595218

AC007326.4	1065.97195318984	1115.98680249733

AC007327.1	0	1.79324185595218

AC007342.3	88.5742126841915	13.5817789022986

AC007346.1	12.2304631453747	3.32387121281486

AC007346.2	3.06646452642934	0.597747285317392

AC007347.2	203.34747475619	1.54683309027307

AC007365.2	48.3844857798961	38.0832560212947

AC007375.1	0.77461944092809	12.8562475933152

AC007376.1	0	1.19549457063478

AC007383.1	9.54387374662486	1.19670082465655

AC007383.6	0	18.5169645960429

AC007386.1	18.3536292310276	5.37972556785653

AC007387.1	20.5996926353599	0

AC007389.2	7.00510172545007	0.59781004878235

AC007389.4	6.81780747045759	3.676726217316

AC007390.1	4.70017615961484	1.19767754372076

AC007394.1	8.04112591280004	1.19550293909678

AC007395.1	0	0.89281028903219

AC007424.1	59.5688346058259	9.36448949146243

AC007435.1	19.9365416355387	1.19559021020043

AC007450.2	6.11523157268733	0.597747285317392

AC007450.3	3.05761578634367	1.79324185595218

AC007450.4	3.9114183032907	1.79324185595218

AC007458.1	6.15550954544084	0

AC007494.1	6.1266792861914	0

AC007536.1	0	442.719017527223

AC007537.1	53.3163344300264	9.47537639486709

AC007537.2	16.5476117754342	5.02153925531764

AC007537.5	6.28558052099189	4.78592939209508

AC007547.1	0	0.698763587799605

AC007547.2	0	0.597747285317392

AC007551.1	0	0.601060000772621

AC007551.2	0	1.19549457063478

AC007552.1	3.13828486363477	1.79545053217142

AC007559.1	0	0.602482639311676

AC007560.1	149.277065005704	60.4336755751165

AC007563.3	0	2.40801597269183

AC007566.2	4.00740909328717	0.599000761374703

AC007568.1	3.07941352928451	0

AC007599.1	6.11523157268733	1.79890670697513

AC007603.3	3.05761578634367	1.19549457063478

AC007610.3	6.18476481328457	2.39098914126957

AC007618.1	27.5976548279488	2.39166698669112

AC007619.2	0	1.19654780135151

AC007621.1	3.52888304987703	0

AC007622.1	13.1002141862633	0.597778965923514

AC007663.1	3.99575651952541	26.4010606079953

AC007677.1	3.10041934973669	0

AC007679.2	0	1.19564699619254

AC007683.1	65.6432531229971	13.3479078859291

AC007685.1	39.5301563725601	0

AC007686.1	90.1239132660314	2.41787282542672

AC007688.1	51.962299855202	8.09062487199697

AC007690.1	36.5965421944316	3.07957548378936

AC007718.1	0	0.597747285317392

AC007731.2	62.36993477339	29.0855185609697

AC007731.5	34.6448232313874	70.54706351244

AC007738.1	12.6260085539592	0

AC007742.2	6.11523157268733	0.597747285317392

AC007751.2	18.3619061969612	2.98873642658696

AC007785.2	9.24000177454646	2.39302925275436

AC007790.1	23.1455338642327	0

AC007834.2	3.65656908511474	3.71725527650238

AC007842.1	120.598384001262	36.7375517420906

AC007846.2	6.9561064900897	12.9175382089626

AC007849.2	0	1.55977252575834

AC007881.1	288.926095390264	54.3525455719539

AC007899.1	0	1.08272954525966

AC007906.2	87.0835332598754	273.018463401818

AC007919.1	8.55548415561035	15.6253369979341

AC007919.2	0	0.599169326109162

AC007923.2	9.95069258461368	4.52785020841744

AC007923.3	0	0.597747285317392

AC007954.1	12.2304631453747	0.597747285317392

AC007956.1	9.17284735903099	2.98873642658696

AC007967.1	6.42916004308702	0.60555087612721

AC007967.2	3.05761578634367	2.52404469824479

AC007967.3	3.05761578634367	0

AC007967.4	6.11523157268733	0

AC007969.1	54.085593870481	18.3270734339379

AC007969.2	0	1.26013077783801

AC007991.1	0	1.19549457063478

AC007992.1	85.5836198358845	1.36033474175948

AC007993.1	13.7806101391194	2.49396964133133

AC007998.1	9.15393906300825	0.683054191394178

AC007998.2	0	44.0789565801871

AC008011.1	0	2.39098914126957

AC008012.1	345.685485595045	297.391076965551

